"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"9394",14383,"Paraiso sombrilla","01/12/2011 12:28","Bajo (2 - 4 mts)",22,"Mediano",-68.87856,-32.86696,8,"Aeroparque",2203365,0
"9395",14386,"Paraiso sombrilla","02/12/2011 10:28","Medio (4 - 8 mts)",90,"Grande",-68.87796,-32.86725,8,"Aeroparque",2203365,0
"9396",14387,"Prunas","02/12/2011 10:26","Bajo (2 - 4 mts)",26,"Mediano",-68.87803,-32.86724,8,"Aeroparque",2203365,0
"9397",14388,"Fresno europeo","02/12/2011 10:25","Muy bajo (1 - 2 mts)",12,"Chico",-68.87811,-32.86722,8,"Aeroparque",2203365,0
"9398",14389,"Tilo","02/12/2011 10:24","Bajo (2 - 4 mts)",26,"Mediano",-68.87815,-32.86721,8,"Aeroparque",2203365,0
"9399",14390,"Fresno europeo","02/12/2011 10:23","Bajo (2 - 4 mts)",32,"Mediano",-68.87819,-32.86721,8,"Aeroparque",2203365,0
"9400",14392,"Olmo bola","02/12/2011 10:21","Bajo (2 - 4 mts)",40,"Mediano",-68.87833,-32.86719,8,"Aeroparque",2203365,0
"9402",14395,"Acer","02/12/2011 10:18","Muy bajo (1 - 2 mts)",32,"Mediano",-68.87847,-32.86715,8,"Aeroparque",2203365,0
"9403",14396,"Fresno americano","02/12/2011 10:17","Muy bajo (1 - 2 mts)",8,"Chico",-68.87851,-32.86715,8,"Aeroparque",2203365,0
"9407",14400,"Jacarand","02/12/2011 10:12","Bajo (2 - 4 mts)",26,"Mediano",-68.87863,-32.86721,8,"Aeroparque",2203365,0
"9408",14402,"Jacarand","02/12/2011 10:09","Bajo (2 - 4 mts)",35,"Mediano",-68.87865,-32.86726,8,"Aeroparque",2203365,0
"9409",14403,"Fresno europeo","02/12/2011 10:07","Bajo (2 - 4 mts)",36,"Mediano",-68.87865,-32.86728,8,"Aeroparque",2203365,0
"9410",14404,"Fresno europeo","02/12/2011 10:06","Bajo (2 - 4 mts)",42,"Mediano",-68.87866,-32.86731,8,"Aeroparque",2203365,0
"9411",14406,"Prunas","02/12/2011 10:04","Bajo (2 - 4 mts)",40,"Mediano",-68.87867,-32.86736,8,"Aeroparque",2203365,0
"9412",14407,"Morera","02/12/2011 10:03","Bajo (2 - 4 mts)",22,"Mediano",-68.87868,-32.8674,8,"Aeroparque",2203365,0
"9413",14408,"Fresno europeo","02/12/2011 10:02","Bajo (2 - 4 mts)",56,"Mediano",-68.87869,-32.86743,8,"Aeroparque",2203365,0
"9414",14410,"Morera","02/12/2011 10:00","Medio (4 - 8 mts)",100,"Grande",-68.87871,-32.86752,8,"Aeroparque",2203365,0
"9415",14411,"Morera","02/12/2011 09:59","Medio (4 - 8 mts)",85,"Grande",-68.87873,-32.86762,8,"Aeroparque",2203365,0
"9416",14412,"Morera","02/12/2011 09:58","Bajo (2 - 4 mts)",38,"Mediano",-68.87875,-32.86767,8,"Aeroparque",2203365,0
"9417",14414,"Morera","02/12/2011 09:50","Bajo (2 - 4 mts)",70,"Grande",-68.87885,-32.86806,8,"Aeroparque",2203365,0
"9418",14415,"Olmo comun","02/12/2011 09:49","Bajo (2 - 4 mts)",55,"Mediano",-68.87887,-32.86814,8,"Aeroparque",2203365,0
"9420",14417,"Conifera","02/12/2011 09:47","Bajo (2 - 4 mts)",25,"Mediano",-68.87891,-32.86825,8,"Aeroparque",2203365,0
"9421",14419,"Morera","02/12/2011 09:44","Medio (4 - 8 mts)",66,"Grande",-68.87893,-32.86832,8,"Aeroparque",2203365,0
"9422",14420,"Morera","02/12/2011 09:41","Bajo (2 - 4 mts)",55,"Mediano",-68.8789,-32.86842,8,"Aeroparque",2203365,0
"9423",14421,"Morera","02/12/2011 09:40","Bajo (2 - 4 mts)",17,"Chico",-68.87886,-32.86843,8,"Aeroparque",2203365,0
"9427",14426,"Aguaribay","02/12/2011 09:33","Medio (4 - 8 mts)",86,"Grande",-68.87859,-32.86848,8,"Aeroparque",2203365,0
"9429",14430,"Morera","02/12/2011 09:23","Bajo (2 - 4 mts)",40,"Mediano",-68.87813,-32.86844,8,"Aeroparque",2203365,0
"9430",14431,"Morera","02/12/2011 09:05","Medio (4 - 8 mts)",75,"Grande",-68.87812,-32.86839,8,"Aeroparque",2203365,0
"9431",14432,"Morera","02/12/2011 09:05","Medio (4 - 8 mts)",75,"Grande",-68.8781,-32.86834,8,"Aeroparque",2203365,0
"9432",14433,"Morera","02/12/2011 09:04","Medio (4 - 8 mts)",80,"Grande",-68.87808,-32.86826,8,"Aeroparque",2203365,0
"9435",14436,"Morera","02/12/2011 08:59","Bajo (2 - 4 mts)",30,"Mediano",-68.87804,-32.86811,8,"Aeroparque",2203365,0
"9436",14438,"Acacia SP","02/12/2011 08:57","Bajo (2 - 4 mts)",32,"Mediano",-68.87801,-32.86801,8,"Aeroparque",2203365,0
"9437",14442,"Prunas","02/12/2011 08:52","Muy bajo (1 - 2 mts)",22,"Mediano",-68.87795,-32.86774,8,"Aeroparque",2203365,0
"9438",14444,"Morera","02/12/2011 08:49","Medio (4 - 8 mts)",72,"Grande",-68.87792,-32.86763,8,"Aeroparque",2203365,0
"9439",14445,"Prunas","02/12/2011 08:48","Bajo (2 - 4 mts)",30,"Mediano",-68.8779,-32.86757,8,"Aeroparque",2203365,0
"9440",14449,"Acer","02/12/2011 08:44","Muy bajo (1 - 2 mts)",12,"Chico",-68.87785,-32.8674,8,"Aeroparque",2203365,0
"9441",14450,"Acer","02/12/2011 08:44","Muy bajo (1 - 2 mts)",18,"Chico",-68.87784,-32.86737,8,"Aeroparque",2203365,0
"9442",14451,"Paraiso sombrilla","02/12/2011 08:43","Bajo (2 - 4 mts)",60,"Mediano",-68.87784,-32.86735,8,"Aeroparque",2203365,0
"9443",14452,"Paraiso sombrilla","02/12/2011 08:41","Bajo (2 - 4 mts)",60,"Mediano",-68.87783,-32.86733,8,"Aeroparque",2203365,0
"9445",14455,"Acer","02/12/2011 10:48","Bajo (2 - 4 mts)",62,"Grande",-68.8784,-32.86591,8,"Aeroparque",2203365,0
"9446",14457,"Jacarand","02/12/2011 10:43","Bajo (2 - 4 mts)",44,"Mediano",-68.87842,-32.86598,8,"Aeroparque",2203365,0
"9447",14458,"Jacarand","02/12/2011 10:38","Bajo (2 - 4 mts)",40,"Mediano",-68.87842,-32.866,8,"Aeroparque",2203365,0
"9448",14459,"Acacia SP","02/12/2011 10:36","Bajo (2 - 4 mts)",64,"Grande",-68.87842,-32.86603,8,"Aeroparque",2203365,0
"9449",14461,"Acacia SP","02/12/2011 10:32","Bajo (2 - 4 mts)",84,"Grande",-68.87845,-32.86611,8,"Aeroparque",2203365,0
"9450",14462,"Morera","02/12/2011 10:30","Medio (4 - 8 mts)",70,"Grande",-68.87848,-32.8662,8,"Aeroparque",2203365,0
"9451",14463,"Morera","02/12/2011 10:27","Medio (4 - 8 mts)",130,"Grande",-68.87849,-32.86623,8,"Aeroparque",2203365,0
"9453",14467,"Morera","02/12/2011 10:02","Bajo (2 - 4 mts)",42,"Mediano",-68.87854,-32.86644,8,"Aeroparque",2203365,0
"9454",14468,"Morera","02/12/2011 10:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.87855,-32.86646,8,"Aeroparque",2203365,0
"9455",14471,"Paraiso","02/12/2011 09:50","Medio (4 - 8 mts)",80,"Grande",-68.87859,-32.86662,8,"Aeroparque",2203365,0
"9457",14474,"Jacarand","02/12/2011 09:37","Bajo (2 - 4 mts)",24,"Mediano",-68.87864,-32.86681,8,"Aeroparque",2203365,0
"9458",14476,"Acacia SP","30/11/2011 18:50","Bajo (2 - 4 mts)",22,"Mediano",-68.87865,-32.86686,8,"Aeroparque",2203365,0
"9459",14478,"Olmo comun","30/11/2011 18:38","Bajo (2 - 4 mts)",62,"Grande",-68.87867,-32.86693,8,"Aeroparque",2203365,0
"9460",14481,"Prunas","30/11/2011 18:30","Muy bajo (1 - 2 mts)",3,"Chico",-68.87888,-32.86697,8,"Aeroparque",2203365,0
"9461",14482,"Prunas","30/11/2011 18:28","Muy bajo (1 - 2 mts)",4,"Chico",-68.87893,-32.86696,8,"Aeroparque",2203365,0
"9462",14483,"Liquidambar","30/11/2011 18:26","Bajo (2 - 4 mts)",14,"Chico",-68.879,-32.86695,8,"Aeroparque",2203365,0
"9463",14484,"Morera","30/11/2011 18:25","Medio (4 - 8 mts)",60,"Mediano",-68.87906,-32.86693,8,"Aeroparque",2203365,0
"9464",14489,"Morera","30/11/2011 18:12","Bajo (2 - 4 mts)",22,"Mediano",-68.87927,-32.86684,8,"Aeroparque",2203365,0
"9465",14490,"Morera","30/11/2011 18:10","Bajo (2 - 4 mts)",24,"Mediano",-68.87926,-32.86682,8,"Aeroparque",2203365,0
"9466",14491,"Morera","30/11/2011 18:08","Bajo (2 - 4 mts)",16,"Chico",-68.87925,-32.86676,8,"Aeroparque",2203365,0
"9467",14494,"Olmo bola","30/11/2011 18:00","Bajo (2 - 4 mts)",80,"Grande",-68.8792,-32.86657,8,"Aeroparque",2203365,0
"9469",14497,"Jacarand","30/11/2011 17:53","Bajo (2 - 4 mts)",26,"Mediano",-68.87916,-32.86644,8,"Aeroparque",2203365,0
"9470",14498,"Paraiso","30/11/2011 17:51","Bajo (2 - 4 mts)",16,"Chico",-68.87915,-32.8664,8,"Aeroparque",2203365,0
"9471",14499,"Morera","30/11/2011 17:49","Medio (4 - 8 mts)",66,"Grande",-68.87914,-32.86633,8,"Aeroparque",2203365,0
"9472",14500,"Morera","30/11/2011 17:44","Bajo (2 - 4 mts)",36,"Mediano",-68.87913,-32.86631,8,"Aeroparque",2203365,0
"9473",14501,"Morera","30/11/2011 17:40","Bajo (2 - 4 mts)",44,"Mediano",-68.87912,-32.86627,8,"Aeroparque",2203365,0
"9474",14504,"Fresno americano","30/11/2011 17:33","Bajo (2 - 4 mts)",62,"Grande",-68.87908,-32.86614,8,"Aeroparque",2203365,0
"9475",14506,"Perenne","30/11/2011 17:07","Muy bajo (1 - 2 mts)",14,"Chico",-68.87905,-32.86604,8,"Aeroparque",2203365,0
"9476",14507,"Morera","30/11/2011 17:04","Bajo (2 - 4 mts)",64,"Grande",-68.87904,-32.86599,8,"Aeroparque",2203365,0
"9477",14509,"Fresno europeo","30/11/2011 16:59","Bajo (2 - 4 mts)",22,"Mediano",-68.87902,-32.86591,8,"Aeroparque",2203365,0
"9479",14513,"Acacia SP","30/11/2011 16:47","Bajo (2 - 4 mts)",104,"Grande",-68.87898,-32.86576,8,"Aeroparque",2203365,0
"9481",14516,"Acacia SP","30/11/2011 16:39","Bajo (2 - 4 mts)",100,"Grande",-68.87896,-32.86567,8,"Aeroparque",2203365,0
"9483",14518,"Morera","30/11/2011 16:30","Bajo (2 - 4 mts)",46,"Mediano",-68.87878,-32.86565,8,"Aeroparque",2203365,0
"9484",14519,"Morera","30/11/2011 16:28","Bajo (2 - 4 mts)",62,"Grande",-68.87873,-32.86566,8,"Aeroparque",2203365,0
"9485",14520,"Morera","30/11/2011 16:27","Bajo (2 - 4 mts)",62,"Grande",-68.87868,-32.86566,8,"Aeroparque",2203365,0
"9486",14522,"Paraiso sombrilla","30/11/2011 16:22","Bajo (2 - 4 mts)",110,"Grande",-68.87857,-32.86568,8,"Aeroparque",2203365,0
"9487",14523,"Paraiso sombrilla","30/11/2011 16:20","Bajo (2 - 4 mts)",120,"Grande",-68.87852,-32.86569,8,"Aeroparque",2203365,0
"9488",14526,"Morera","05/12/2011 17:15","Muy bajo (1 - 2 mts)",2,"Chico",-68.87964,-32.86821,8,"Aeroparque",2203365,0
"9489",14527,"Conifera","05/12/2011 17:13","Muy bajo (1 - 2 mts)",16,"Chico",-68.87964,-32.86818,8,"Aeroparque",2203365,0
"9491",14530,"Paraiso","05/12/2011 17:08","Bajo (2 - 4 mts)",60,"Mediano",-68.87961,-32.86811,8,"Aeroparque",2203365,0
"9492",14531,"Paraiso sombrilla","05/12/2011 17:06","Bajo (2 - 4 mts)",90,"Grande",-68.8796,-32.86806,8,"Aeroparque",2203365,0
"9493",14534,"Paraiso sombrilla","05/12/2011 13:10","Bajo (2 - 4 mts)",140,"Grande",-68.87957,-32.86797,8,"Aeroparque",2203365,0
"9494",14535,"Conifera","05/12/2011 13:08","Medio (4 - 8 mts)",70,"Grande",-68.87956,-32.8679,8,"Aeroparque",2203365,0
"9495",14537,"Paraiso sombrilla","05/12/2011 13:04","Bajo (2 - 4 mts)",44,"Mediano",-68.87953,-32.86781,8,"Aeroparque",2203365,0
"9496",14538,"Paraiso","05/12/2011 13:02","Bajo (2 - 4 mts)",40,"Mediano",-68.87952,-32.86779,8,"Aeroparque",2203365,0
"9497",14540,"Paraiso","05/12/2011 12:58","Medio (4 - 8 mts)",120,"Grande",-68.8795,-32.86771,8,"Aeroparque",2203365,0
"9498",14541,"Liquidambar","05/12/2011 12:56","Bajo (2 - 4 mts)",16,"Chico",-68.87948,-32.86765,8,"Aeroparque",2203365,0
"9499",14542,"Liquidambar","05/12/2011 12:53","Bajo (2 - 4 mts)",18,"Chico",-68.87948,-32.86762,8,"Aeroparque",2203365,0
"9500",14543,"Morera","05/12/2011 12:50","Medio (4 - 8 mts)",80,"Grande",-68.87946,-32.86757,8,"Aeroparque",2203365,0
"9501",14544,"Morera","05/12/2011 12:46","Medio (4 - 8 mts)",50,"Mediano",-68.87945,-32.86754,8,"Aeroparque",2203365,0
"9502",14546,"Olmo bola","05/12/2011 12:42","Bajo (2 - 4 mts)",60,"Mediano",-68.87943,-32.86746,8,"Aeroparque",2203365,0
"9505",14549,"Liquidambar","05/12/2011 12:36","Bajo (2 - 4 mts)",16,"Chico",-68.87941,-32.86735,8,"Aeroparque",2203365,0
"9506",14551,"Fresno europeo","02/12/2011 17:32","Bajo (2 - 4 mts)",28,"Mediano",-68.87938,-32.86726,8,"Aeroparque",2203365,0
"9507",14552,"Aguaribay","15/12/2011 08:16","Bajo (2 - 4 mts)",18,"Chico",-68.87937,-32.86722,8,"Aeroparque",2203365,0
"9508",14554,"Aguaribay","15/12/2011 08:14","Bajo (2 - 4 mts)",18,"Chico",-68.87934,-32.86713,8,"Aeroparque",2203365,0
"9509",14555,"Paraiso","15/12/2011 08:12","Muy bajo (1 - 2 mts)",2,"Chico",-68.87933,-32.86709,8,"Aeroparque",2203365,0
"9510",14556,"Perenne","15/12/2011 08:11","Muy bajo (1 - 2 mts)",60,"Mediano",-68.87932,-32.86705,8,"Aeroparque",2203365,0
"9511",14557,"Aguaribay","15/12/2011 08:10","Medio (4 - 8 mts)",90,"Grande",-68.87928,-32.867,8,"Aeroparque",2203365,1
"9513",14560,"Perenne","15/12/2011 08:07","Bajo (2 - 4 mts)",80,"Grande",-68.87916,-32.86702,8,"Aeroparque",2203365,0
"9514",14563,"Aguaribay","15/12/2011 07:45","Alto (> 8 mts)",200,"Grande",-68.8789,-32.86707,8,"Aeroparque",2203365,0
"9518",14568,"Aguaribay","14/12/2011 11:08","Alto (> 8 mts)",185,"Grande",-68.87875,-32.86723,8,"Aeroparque",2203365,0
"9520",14570,"Aguaribay","14/12/2011 11:06","Alto (> 8 mts)",125,"Grande",-68.87877,-32.86733,8,"Aeroparque",2203365,0
"9521",14571,"Aguaribay","14/12/2011 11:00","Alto (> 8 mts)",185,"Grande",-68.87879,-32.86739,8,"Aeroparque",2203365,0
"9522",14572,"Aguaribay","14/12/2011 10:58","Alto (> 8 mts)",185,"Grande",-68.8788,-32.86742,8,"Aeroparque",2203365,0
"9523",14575,"Jacarand","14/12/2011 10:49","Bajo (2 - 4 mts)",50,"Mediano",-68.87885,-32.86757,8,"Aeroparque",2203365,0
"9524",14580,"Morera","14/12/2011 10:37","Bajo (2 - 4 mts)",20,"Chico",-68.87889,-32.86777,8,"Aeroparque",2203365,0
"9525",14581,"Aguaribay","14/12/2011 10:35","Medio (4 - 8 mts)",138,"Grande",-68.87892,-32.86783,8,"Aeroparque",2203365,1
"9526",14583,"Aguaribay","14/12/2011 10:33","Bajo (2 - 4 mts)",35,"Mediano",-68.87894,-32.86794,8,"Aeroparque",2203365,0
"9527",14585,"Acer","14/12/2011 10:28","Medio (4 - 8 mts)",20,"Chico",-68.87898,-32.86809,8,"Aeroparque",2203365,0
"9528",14589,"Aguaribay","14/12/2011 10:21","Medio (4 - 8 mts)",150,"Grande",-68.87903,-32.86828,8,"Aeroparque",2203365,0
"9529",14590,"Aguaribay","14/12/2011 10:20","Medio (4 - 8 mts)",90,"Grande",-68.87904,-32.86831,8,"Aeroparque",2203365,0
"9531",14593,"Paraiso","14/12/2011 10:13","Medio (4 - 8 mts)",68,"Grande",-68.87926,-32.86834,8,"Aeroparque",2203365,0
"9532",14594,"Paraiso","14/12/2011 10:12","Medio (4 - 8 mts)",70,"Grande",-68.87934,-32.86833,8,"Aeroparque",2203365,0
"9534",14596,"Paraiso","14/12/2011 10:07","Medio (4 - 8 mts)",58,"Mediano",-68.87945,-32.86831,8,"Aeroparque",2203365,0
"9535",14597,"Morera","14/12/2011 10:06","Medio (4 - 8 mts)",25,"Mediano",-68.87949,-32.8683,8,"Aeroparque",2203365,0
"9536",14598,"Morera","14/12/2011 10:05","Medio (4 - 8 mts)",40,"Mediano",-68.87955,-32.86829,8,"Aeroparque",2203365,0
"9537",14601,"Aguaribay","14/12/2011 10:00","Alto (> 8 mts)",70,"Grande",-68.88023,-32.86647,8,"Aeroparque",2203365,1
"9539",14603,"Aguaribay","13/12/2011 12:55","Medio (4 - 8 mts)",90,"Grande",-68.88012,-32.8657,8,"Aeroparque",2203365,0
"9540",14604,"Aguaribay","13/12/2011 12:54","Alto (> 8 mts)",180,"Grande",-68.88013,-32.86575,8,"Aeroparque",2203365,0
"9541",14607,"Aguaribay","13/12/2011 12:46","Medio (4 - 8 mts)",90,"Grande",-68.88018,-32.86593,8,"Aeroparque",2203365,1
"9544",14611,"Aguaribay","13/12/2011 12:41","Medio (4 - 8 mts)",180,"Grande",-68.88024,-32.86612,8,"Aeroparque",2203365,0
"9545",14612,"Paraiso","13/12/2011 12:25","Medio (4 - 8 mts)",30,"Mediano",-68.88025,-32.86618,8,"Aeroparque",2203365,0
"9546",14613,"Paraiso","13/12/2011 12:22","Medio (4 - 8 mts)",45,"Mediano",-68.88026,-32.86622,8,"Aeroparque",2203365,0
"9547",14616,"Paraiso","13/12/2011 11:10","Medio (4 - 8 mts)",95,"Grande",-68.88002,-32.86638,8,"Aeroparque",2203365,0
"9549",14621,"Acer","13/12/2011 11:02","Medio (4 - 8 mts)",95,"Grande",-68.87975,-32.86644,8,"Aeroparque",2203365,0
"9550",14622,"Acer","13/12/2011 11:01","Medio (4 - 8 mts)",65,"Grande",-68.87965,-32.86646,8,"Aeroparque",2203365,0
"9551",14624,"Acer","13/12/2011 10:59","Medio (4 - 8 mts)",100,"Grande",-68.8795,-32.86648,8,"Aeroparque",2203365,0
"9552",14626,"Acer","13/12/2011 10:55","Medio (4 - 8 mts)",65,"Grande",-68.87932,-32.8664,8,"Aeroparque",2203365,0
"9553",14628,"Caducifolio","13/12/2011 10:53","Medio (4 - 8 mts)",35,"Mediano",-68.87927,-32.86626,8,"Aeroparque",2203365,0
"9555",14631,"Aguaribay","12/12/2011 12:48","Medio (4 - 8 mts)",138,"Grande",-68.87917,-32.86587,8,"Aeroparque",2203365,0
"9557",14633,"Aguaribay","12/12/2011 12:46","Medio (4 - 8 mts)",180,"Grande",-68.87914,-32.86578,8,"Aeroparque",2203365,0
"9558",14634,"Aguaribay","12/12/2011 12:44","Medio (4 - 8 mts)",180,"Grande",-68.87911,-32.86566,8,"Aeroparque",2203365,1
"9559",14635,"Aguaribay","12/12/2011 12:41","Medio (4 - 8 mts)",120,"Grande",-68.8791,-32.86562,8,"Aeroparque",2203365,0
"9560",14636,"Aguaribay","12/12/2011 12:39","Medio (4 - 8 mts)",70,"Grande",-68.87917,-32.86557,8,"Aeroparque",2203365,0
"9561",14637,"Aguaribay","12/12/2011 12:38","Medio (4 - 8 mts)",110,"Grande",-68.87925,-32.86555,8,"Aeroparque",2203365,0
"9564",14642,"Acer","12/12/2011 12:28","Medio (4 - 8 mts)",100,"Grande",-68.87972,-32.86546,8,"Aeroparque",2203365,0
"9565",14643,"Aguaribay","12/12/2011 12:27","Bajo (2 - 4 mts)",15,"Chico",-68.87976,-32.86545,8,"Aeroparque",2203365,0
"9566",14646,"Acer","12/12/2011 12:25","Medio (4 - 8 mts)",50,"Mediano",-68.8799,-32.86543,8,"Aeroparque",2203365,0
"9567",14650,"Aguaribay","15/12/2011 17:58","Bajo (2 - 4 mts)",60,"Mediano",-68.88243,-32.86763,8,"Aeroparque",2203365,0
"9568",14652,"Aguaribay","15/12/2011 17:54","Muy bajo (1 - 2 mts)",8,"Chico",-68.88245,-32.86753,8,"Aeroparque",2203365,0
"9569",14653,"Aguaribay","15/12/2011 17:51","Bajo (2 - 4 mts)",22,"Mediano",-68.88248,-32.86743,8,"Aeroparque",2203365,0
"9570",14654,"Aguaribay","15/12/2011 17:50","Bajo (2 - 4 mts)",80,"Grande",-68.88249,-32.86736,8,"Aeroparque",2203365,0
"9571",14655,"Aguaribay","15/12/2011 17:47","Bajo (2 - 4 mts)",20,"Chico",-68.8825,-32.86732,8,"Aeroparque",2203365,0
"9572",14661,"Aguaribay","15/12/2011 17:36","Bajo (2 - 4 mts)",100,"Grande",-68.88226,-32.8672,8,"Aeroparque",2203365,0
"9573",14663,"Aguaribay","15/12/2011 17:33","Bajo (2 - 4 mts)",80,"Grande",-68.88216,-32.86722,8,"Aeroparque",2203365,0
"9574",14664,"Jacarand","15/12/2011 17:30","Muy bajo (1 - 2 mts)",4,"Chico",-68.88211,-32.86723,8,"Aeroparque",2203365,0
"9575",14665,"Aguaribay","15/12/2011 17:28","Bajo (2 - 4 mts)",64,"Grande",-68.88205,-32.86724,8,"Aeroparque",2203365,0
"9578",14668,"Paraiso sombrilla","15/12/2011 17:20","Muy bajo (1 - 2 mts)",16,"Chico",-68.88186,-32.86728,8,"Aeroparque",2203365,0
"9579",14669,"Paraiso sombrilla","15/12/2011 17:14","Muy bajo (1 - 2 mts)",15,"Chico",-68.88181,-32.86729,8,"Aeroparque",2203365,0
"9581",14671,"Aguaribay","15/12/2011 17:11","Medio (4 - 8 mts)",60,"Mediano",-68.88169,-32.86731,8,"Aeroparque",2203365,0
"9582",14672,"Aguaribay","15/12/2011 17:09","Muy bajo (1 - 2 mts)",3,"Chico",-68.88163,-32.86733,8,"Aeroparque",2203365,0
"9583",14674,"Aguaribay","15/12/2011 17:04","Medio (4 - 8 mts)",100,"Grande",-68.8815,-32.86735,8,"Aeroparque",2203365,0
"9584",14676,"Aguaribay","15/12/2011 17:00","Bajo (2 - 4 mts)",70,"Grande",-68.88135,-32.86738,8,"Aeroparque",2203365,0
"9585",14677,"Aguaribay","14/12/2011 17:33","Muy bajo (1 - 2 mts)",8,"Chico",-68.8813,-32.86739,8,"Aeroparque",2203365,0
"9586",14678,"Aguaribay","14/12/2011 17:26","Muy bajo (1 - 2 mts)",7,"Chico",-68.88126,-32.8674,8,"Aeroparque",2203365,0
"9587",14679,"Paraiso sombrilla","14/12/2011 17:24","Bajo (2 - 4 mts)",50,"Mediano",-68.88121,-32.86741,8,"Aeroparque",2203365,0
"9590",14689,"Fresno europeo","14/12/2011 16:51","Muy bajo (1 - 2 mts)",8,"Chico",-68.88115,-32.86788,8,"Aeroparque",2203365,0
"9594",14697,"Acer","06/12/2011 08:21","Bajo (2 - 4 mts)",25,"Mediano",-68.87674,-32.86897,8,"Aeroparque",2203365,0
"9595",14698,"Morera","06/12/2011 08:20","Medio (4 - 8 mts)",100,"Grande",-68.87669,-32.86898,8,"Aeroparque",2203365,0
"9596",14699,"Morera","06/12/2011 08:19","Medio (4 - 8 mts)",80,"Grande",-68.87661,-32.86899,8,"Aeroparque",2203365,0
"9597",14700,"Morera","06/12/2011 08:18","Medio (4 - 8 mts)",100,"Grande",-68.87655,-32.869,8,"Aeroparque",2203365,0
"9598",14705,"Aguaribay","06/12/2011 08:13","Muy bajo (1 - 2 mts)",12,"Chico",-68.87749,-32.87003,8,"Aeroparque",2203365,1
"9599",14707,"Aguaribay","06/12/2011 08:11","Muy bajo (1 - 2 mts)",15,"Chico",-68.87745,-32.86984,8,"Aeroparque",2203365,0
"9600",14708,"Aguaribay","06/12/2011 08:10","Muy bajo (1 - 2 mts)",6,"Chico",-68.87741,-32.86973,8,"Aeroparque",2203365,0
"9601",14710,"Aguaribay","06/12/2011 08:09","Muy bajo (1 - 2 mts)",18,"Chico",-68.87738,-32.86957,8,"Aeroparque",2203365,1
"9603",14714,"Morera","05/12/2011 13:06","Medio (4 - 8 mts)",60,"Mediano",-68.87731,-32.86935,8,"Aeroparque",2203365,0
"9604",14715,"Morera","05/12/2011 13:05","Medio (4 - 8 mts)",78,"Grande",-68.8773,-32.86932,8,"Aeroparque",2203365,0
"9605",14716,"Morera","05/12/2011 12:51","Muy bajo (1 - 2 mts)",2,"Chico",-68.8772,-32.86895,8,"Aeroparque",2203365,0
"9606",14718,"Paraiso sombrilla","30/11/2011 18:18","Bajo (2 - 4 mts)",130,"Grande",-68.87759,-32.86998,8,"Aeroparque",2203365,0
"9608",14721,"Morera","30/11/2011 18:12","Bajo (2 - 4 mts)",22,"Mediano",-68.87754,-32.86974,8,"Aeroparque",2203365,0
"9609",14722,"Morera","30/11/2011 18:10","Bajo (2 - 4 mts)",24,"Mediano",-68.87753,-32.8697,8,"Aeroparque",2203365,0
"9611",14725,"Perenne","30/11/2011 17:07","Muy bajo (1 - 2 mts)",14,"Chico",-68.87736,-32.86905,8,"Aeroparque",2203365,0
"9613",14727,"Morera","30/11/2011 17:02","Bajo (2 - 4 mts)",50,"Mediano",-68.87733,-32.86895,8,"Aeroparque",2203365,0
"9614",14728,"Fresno europeo","30/11/2011 16:59","Bajo (2 - 4 mts)",22,"Mediano",-68.87732,-32.8689,8,"Aeroparque",2203365,0
"9615",14730,"Aguaribay","05/12/2011 12:14","Muy bajo (1 - 2 mts)",15,"Chico",-68.87849,-32.86972,8,"Aeroparque",2203365,0
"9616",14732,"Aguaribay","05/12/2011 12:11","Bajo (2 - 4 mts)",32,"Mediano",-68.87852,-32.8699,8,"Aeroparque",2203365,0
"9618",14734,"Jacarand","05/12/2011 12:09","Muy bajo (1 - 2 mts)",8,"Chico",-68.87882,-32.86991,8,"Aeroparque",2203365,0
"9619",14735,"Caducifolio","05/12/2011 12:08","Muy bajo (1 - 2 mts)",4,"Chico",-68.87887,-32.8699,8,"Aeroparque",2203365,0
"9620",14736,"Morera","05/12/2011 12:07","Muy bajo (1 - 2 mts)",15,"Chico",-68.87891,-32.86989,8,"Aeroparque",2203365,0
"9621",14737,"Prunas","05/12/2011 12:06","Muy bajo (1 - 2 mts)",10,"Chico",-68.87895,-32.86988,8,"Aeroparque",2203365,0
"9622",14738,"Prunas","05/12/2011 12:03","Muy bajo (1 - 2 mts)",10,"Chico",-68.87901,-32.86987,8,"Aeroparque",2203365,0
"9623",14740,"Aguaribay","05/12/2011 12:02","Muy bajo (1 - 2 mts)",12,"Chico",-68.87924,-32.86983,8,"Aeroparque",2203365,0
"9624",14742,"Aguaribay","05/12/2011 12:00","Muy bajo (1 - 2 mts)",15,"Chico",-68.87929,-32.86971,8,"Aeroparque",2203365,0
"9625",14745,"Prunas","05/12/2011 11:55","Muy bajo (1 - 2 mts)",6,"Chico",-68.87923,-32.86946,8,"Aeroparque",2203365,0
"9627",14749,"Paraiso sombrilla","05/12/2011 11:14","Bajo (2 - 4 mts)",66,"Grande",-68.8783,-32.86867,8,"Aeroparque",2203365,0
